id,name,alt,path
183,Durbin-news-conference,Dick Durbin at news conference,Images/1440x900-heroes-testimonials-stories-generalpage/Durbin-news-conference.jpg
184,eclipse-viewing,Student watching the 2017 solar eclipse,Images/1440x900-heroes-testimonials-stories-generalpage/eclipse-viewing.jpg
185,education-student-in-classroom-in-front-of-children,Education student in front of classroom,Images/1440x900-heroes-testimonials-stories-generalpage/education-student-in-classroom-in-front-of-children.jpg
186,education-student-teaching-children-in-class,A College of Education student teaching children in a classroom,Images/1440x900-heroes-testimonials-stories-generalpage/education-student-teaching-children-in-class.jpg
187,edward-oldfield,Edward Oldfield,Images/1440x900-heroes-testimonials-stories-generalpage/edward-oldfield.jpg
188,Elementary-Education-Teacher-with-classroom-of-children,Elementary Education Teacher with classroom of children,Images/1440x900-heroes-testimonials-stories-generalpage/Elementary-Education-Teacher-with-classroom-of-children.jpg
189,elena-knudsen,Elena Knudsen,Images/1440x900-heroes-testimonials-stories-generalpage/elena-knudsen.jpg
190,elie-donovan-cross-country,Elie Donovan,Images/1440x900-heroes-testimonials-stories-generalpage/elie-donovan-cross-country.jpg
191,elizabeth-petykowski,Elizabeth Petykowski,Images/1440x900-heroes-testimonials-stories-generalpage/elizabeth-petykowski.jpg
192,Emily-Dangremond,Emily Dangremond,Images/1440x900-heroes-testimonials-stories-generalpage/Emily-Dangremond.jpg
193,eric-berkowitz-cyber-security-center,Eric Berkowitz,Images/1440x900-heroes-testimonials-stories-generalpage/eric-berkowitz-cyber-security-center.jpg
194,erik-gellman,Erik Gellman,Images/1440x900-heroes-testimonials-stories-generalpage/erik-gellman.jpg
195,estrella-medina,Estrella Medina,Images/1440x900-heroes-testimonials-stories-generalpage/estrella-medina.jpg
196,exhibit-CAS-gage-detained-greg-constantine,"yard of detention facility from ""Detained"" show by Greg Constantine",Images/1440x900-heroes-testimonials-stories-generalpage/exhibit-CAS-gage-detained-greg-constantine.jpg
197,faces,photo collage of Roosevelt students,Images/1440x900-heroes-testimonials-stories-generalpage/faces.jpg
198,faculty-cas-psychology-portrait-mia-marcus,Mia Marcus,Images/1440x900-heroes-testimonials-stories-generalpage/faculty-cas-psychology-portrait-mia-marcus.jpg
199,faculty-ccpa-trumpet-portrait-esteban-batallan,Esteban Batallan,Images/1440x900-heroes-testimonials-stories-generalpage/faculty-ccpa-trumpet-portrait-esteban-batallan.jpg
200,faculty-pharmacy-jason-alegro-donating-supplies,Prof. Jason Alegro with personal protective equipment to be donated to Mt. Sinai,Images/1440x900-heroes-testimonials-stories-generalpage/faculty-pharmacy-jason-alegro-donating-supplies.jpg
201,Fall-2017-Commencement-smiling-student-handshake,Smiling student shaking hands with President Ali Malekzadeh at Roosevelt Commencement,Images/1440x900-heroes-testimonials-stories-generalpage/Fall-2017-Commencement-smiling-student-handshake.jpg
202,Fall-2018-Pharmacy-Awards,Pharmacy students posing together while showing their award,Images/1440x900-heroes-testimonials-stories-generalpage/Fall-2018-Pharmacy-Awards.jpeg
203,FDR-stamp,FDR stamp,Images/1440x900-heroes-testimonials-stories-generalpage/FDR-stamp.jpg
204,Featured-Graduating-Students-Spring-2017-compilation,Featured Graduating Students Spring 2017,Images/1440x900-heroes-testimonials-stories-generalpage/Featured-Graduating-Students-Spring-2017-compilation.jpg
205,felicia-wong,Felicia Wong,Images/1440x900-heroes-testimonials-stories-generalpage/felicia-wong.jpg
206,Filip-Mitrovic,Filip Mitrovic,Images/1440x900-heroes-testimonials-stories-generalpage/Filip-Mitrovic.jpg
207,Financial Literacy Sessions,Students in front of Cook County jail,Images/1440x900-heroes-testimonials-stories-generalpage/Financial Literacy Sessions.jpg
208,Food-Pantry-1440x900,Food Pantry,Images/1440x900-heroes-testimonials-stories-generalpage/Food-Pantry-1440x900.jpg
209,Fountain-Rung-Fulbright-Scholar,Roosevelt professors John Fountain and Margaret Rung,Images/1440x900-heroes-testimonials-stories-generalpage/Fountain-Rung-Fulbright-Scholar.jpg
210,four-students-in-front-of-red-wall,Four students in front of red wall,Images/1440x900-heroes-testimonials-stories-generalpage/four-students-in-front-of-red-wall.jpg
211,Frazes-Hill,Frazes Hill,Images/1440x900-heroes-testimonials-stories-generalpage/Frazes-Hill.png
212,fwong-lecture,Felicia Wong,Images/1440x900-heroes-testimonials-stories-generalpage/fwong-lecture.jpg
213,gage-gal-fall-17-show,Photo from Gage Gallery's Fall 2107 show,Images/1440x900-heroes-testimonials-stories-generalpage/gage-gal-fall-17-show.jpg
214,Gage-Gallery-Interior,Gage Gallery Interior,Images/1440x900-heroes-testimonials-stories-generalpage/Gage-Gallery-Interior.jpg
215,GageGallery-Greg-Constantine-NowherePeople,Greg Constantine standing in front of 'Nowhere People - The Children' gallery,Images/1440x900-heroes-testimonials-stories-generalpage/GageGallery-Greg-Constantine-NowherePeople.jpg
216,Gala photo with honorees 2018,"(From left to right:  Chris Groesbeck (HCB International), Clllete English Dixon (MBIRE), Adrian Smith, Gordon Gill and Robert Forest (Smith+Gill Architecture))",Images/1440x900-heroes-testimonials-stories-generalpage/Gala photo with honorees 2018.jpg
217,gateways,"Chris Chulos, Margaret Rung, Sandra Frink, and Celeste Chamberland",Images/1440x900-heroes-testimonials-stories-generalpage/gateways.jpg
218,gerald-bouey,Gerald Bouey,Images/1440x900-heroes-testimonials-stories-generalpage/gerald-bouey.jpg
219,Giacomo-Luca-newscast,"“I have my Roosevelt journalism professors to thank for preparing me well for this experience,” says Giacomo Luca, an award-winning journalist who is currently reporting for CBS/Fox affiliate KFVS-TV in Cape Girardeau, Mo.",Images/1440x900-heroes-testimonials-stories-generalpage/Giacomo-Luca-newscast.jpg
220,Giving-Tuesday-Penny-Wars,A student in a Roosevelt University sweatshirt drops change into a red penny wars container.,Images/1440x900-heroes-testimonials-stories-generalpage/Giving-Tuesday-Penny-Wars.jpg
221,Giving-Tuesday-students,Two Roosevelt students hold up a circular Giving Tuesday logo in front of a row of penny wars banks.,Images/1440x900-heroes-testimonials-stories-generalpage/Giving-Tuesday-students.jpg
222,Giving-Tuesday-thank-you,"12 smiling Roosevelt students overlaid with the text ""Thank You"" and the Giving Tuesday logo",Images/1440x900-heroes-testimonials-stories-generalpage/Giving-Tuesday-thank-you.jpg
223,Gloria-Castillo,Gloria Castillo,Images/1440x900-heroes-testimonials-stories-generalpage/Gloria-Castillo.png
224,Graduate-students-listening,Graduate students listening,Images/1440x900-heroes-testimonials-stories-generalpage/Graduate-students-listening.jpg
225,graduates-at-commencement,Graduates at commencement,Images/1440x900-heroes-testimonials-stories-generalpage/graduates-at-commencement.jpg
226,Graduation_Spring2018_1440-x-900,"Graduating Students in the Auditorium Theatre - May 11, 2018",Images/1440x900-heroes-testimonials-stories-generalpage/Graduation_Spring2018_1440-x-900.jpg
227,Graphic-design-3,A screenshot from Dr. Mei-Fen Chen's class as she explains how to use Adobe software,Images/1440x900-heroes-testimonials-stories-generalpage/Graphic-design-3.jpeg
228,Graphic-design-student-project,A rendering of a tablet screen graphic explaining ramen ingredients,Images/1440x900-heroes-testimonials-stories-generalpage/Graphic-design-student-project.jpeg
229,guests-loretta-lynch,Loretta Lynch,Images/1440x900-heroes-testimonials-stories-generalpage/guests-loretta-lynch.jpg
230,gwenCohen-news,Gwen Cohen,Images/1440x900-heroes-testimonials-stories-generalpage/gwenCohen-news.jpg
231,harper-university-center-ribbon-cutting,Ribbon-cutting ceremony at the launch of the Harper University Center,Images/1440x900-heroes-testimonials-stories-generalpage/harper-university-center-ribbon-cutting.jpg
232,HCB Alumni Week 2018,Students at Alumni week March 19 to 23 2018,Images/1440x900-heroes-testimonials-stories-generalpage/HCB Alumni Week 2018.jpg
233,HCB Schaumburg Advisory Board,Schaumburg Advisory Board,Images/1440x900-heroes-testimonials-stories-generalpage/HCB Schaumburg Advisory Board.jpg
234,hcb_20_CCCF_Annual_Report_0717_1,"Heather Alger, Leslie Andrews, Guadelupe Cotto",Images/1440x900-heroes-testimonials-stories-generalpage/hcb_20_CCCF_Annual_Report_0717_1.jpg
235,hcb_20_CCCF_Annual_Report_0717_2,"Jan Paul Ferrer, Amylee Harris, Tricia Kelly, Ambrosia Mcclain",Images/1440x900-heroes-testimonials-stories-generalpage/hcb_20_CCCF_Annual_Report_0717_2.jpg
236,hcb_20_CCCF_Annual_Report_0717_3,"Harry Petrakos, Dawn Romei, David Rubin, Daniel Schutte",Images/1440x900-heroes-testimonials-stories-generalpage/hcb_20_CCCF_Annual_Report_0717_3.jpg
237,hcb_20_CCCF_Annual_Report_0717_4,"Tracy Trice-Watts, Patricia Yancy, Evan Witkowski",Images/1440x900-heroes-testimonials-stories-generalpage/hcb_20_CCCF_Annual_Report_0717_4.jpg
238,HCB-students,HCB Students,Images/1440x900-heroes-testimonials-stories-generalpage/HCB-students.jpg
239,Heather-Dalmage,Heather Dalmage,Images/1440x900-heroes-testimonials-stories-generalpage/Heather-Dalmage.jpg
240,Henry-Fogel,Henry Fogel,Images/1440x900-heroes-testimonials-stories-generalpage/Henry-Fogel.jpg
241,Hero-ADC2018_CommonHolder1440x975,Common-Holder ADC 2018 picture,Images/1440x900-heroes-testimonials-stories-generalpage/Hero-ADC2018_CommonHolder1440x975.jpg
242,hillary-clinton-patricia-harris,Patricia Harris and Hillary Clinton,Images/1440x900-heroes-testimonials-stories-generalpage/hillary-clinton-patricia-harris.jpg
243,Historic-photo-of-early-class-at-Roosevelt-in-class-St-Clair-drake,Historic photo of early class at Roosevelt in class St Clair drake,Images/1440x900-heroes-testimonials-stories-generalpage/Historic-photo-of-early-class-at-Roosevelt-in-class-St-Clair-drake.jpg
244,historical-photo-of-students-on-stairs-of-Auditorium-Lobby,historical photo of students on stairs of Auditorium Lobby,Images/1440x900-heroes-testimonials-stories-generalpage/historical-photo-of-students-on-stairs-of-Auditorium-Lobby.jpg
245,HistoryGateways,"Chris Chulos, Margaret Rung, Sandra Frink, and Celeste Chamberland",Images/1440x900-heroes-testimonials-stories-generalpage/HistoryGateways.jpg
246,Howard-Rosenberg,Howard Rosenberg,Images/1440x900-heroes-testimonials-stories-generalpage/Howard-Rosenberg.jpg
247,humanities,Photo by Josh Feeny,Images/1440x900-heroes-testimonials-stories-generalpage/humanities.jpg
248,imc-contest-winning--students,Matthew Spahr and Ben Lanzerotti,Images/1440x900-heroes-testimonials-stories-generalpage/imc-contest-winning--students.jpg
249,Immigration-Injustice-1440x900,"Mary Nikpouri (left) with son, Ryan, and husband, Amir",Images/1440x900-heroes-testimonials-stories-generalpage/Immigration-Injustice-1440x900.jpg
250,instructional,Professor interacting with students,Images/1440x900-heroes-testimonials-stories-generalpage/instructional.jpg
251,Ioana Ardelean Delta Mu Delta,Ioana Ardelean Geico Award,Images/1440x900-heroes-testimonials-stories-generalpage/Ioana Ardelean Delta Mu Delta.jpg
252,Jake_Ludwig,Jake Ludwig,Images/1440x900-heroes-testimonials-stories-generalpage/Jake_Ludwig.jpg
253,james-davis-business-student,business students in conversation,Images/1440x900-heroes-testimonials-stories-generalpage/james-davis-business-student.jpg
254,James-Forman,James Forman,Images/1440x900-heroes-testimonials-stories-generalpage/James-Forman.jpg
255,jane-lanier,Jane Lanier,Images/1440x900-heroes-testimonials-stories-generalpage/jane-lanier.jpg
256,janessa-garcia-student-laureate,Janessa Garcia Student Laureate,Images/1440x900-heroes-testimonials-stories-generalpage/janessa-garcia-student-laureate.jpg
257,Jazz-band-singer-on-stage-performance,Jazz band singer on stage performance,Images/1440x900-heroes-testimonials-stories-generalpage/Jazz-band-singer-on-stage-performance.jpg
258,Jazz-vocalist-performing-on-stage-under-spotlight,Jazz vocalist performing on stage under spotlight,Images/1440x900-heroes-testimonials-stories-generalpage/Jazz-vocalist-performing-on-stage-under-spotlight.jpg
259,jeannineLove-green,Professor Jeannine Love,Images/1440x900-heroes-testimonials-stories-generalpage/jeannineLove-green.jpg
260,Jesse-Who-Are-We,Jesse - Who Are We?,Images/1440x900-heroes-testimonials-stories-generalpage/Jesse-Who-Are-We.jpg
261,jessica-jackie-fuller-corss-country,Jessica and Jackie Fuller,Images/1440x900-heroes-testimonials-stories-generalpage/jessica-jackie-fuller-corss-country.jpg
262,Jessy-Santini-receiving-the-2017-Freeman-award-with-President-Malekzadeh-and-Heather-Dalmage,"Jessy Santini receiving the 2017 Freeman award, with President Malekzadeh and Heather Dalmage",Images/1440x900-heroes-testimonials-stories-generalpage/Jessy-Santini-receiving-the-2017-Freeman-award-with-President-Malekzadeh-and-Heather-Dalmage.jpg
263,jill-coleman-lecturing-teaching,Jill Coleman,Images/1440x900-heroes-testimonials-stories-generalpage/jill-coleman-lecturing-teaching.jpg
264,Jim-Radous-Executive-In-Residence-1440x900,Jim Radous speaking at a business seminar,Images/1440x900-heroes-testimonials-stories-generalpage/Jim-Radous-Executive-In-Residence-1440x900.jpg
265,Jim-Radous,Jim Radous,Images/1440x900-heroes-testimonials-stories-generalpage/Jim-Radous.png
266,joe-segal-jazz,Joe Segal sitting inside the Jazz Showcase,Images/1440x900-heroes-testimonials-stories-generalpage/joe-segal-jazz.jpg
267,jordan-radcliff,Jordan Radcliff,Images/1440x900-heroes-testimonials-stories-generalpage/jordan-radcliff.jpg
268,Jose-Who-Are-We,Jose - Who Are We?,Images/1440x900-heroes-testimonials-stories-generalpage/Jose-Who-Are-We.jpg
269,joseph-atatsi,Joseph Atatsi,Images/1440x900-heroes-testimonials-stories-generalpage/joseph-atatsi.jpg
270,Joseph-Fedorko-Ali-Malekzadeh,Roosevelt President Ali Malekzadeh and Roosevelt Adjunct Faculty Organization President Joseph Fedorko,Images/1440x900-heroes-testimonials-stories-generalpage/Joseph-Fedorko-Ali-Malekzadeh.jpg
271,Journalism-student-gun-violence-protest,Student Samantha Latson photographs protestors at Capitol Hill with artwork depicting the many faces of gun violence.,Images/1440x900-heroes-testimonials-stories-generalpage/Journalism-student-gun-violence-protest.jpeg
272,julie-kohner,Julie Kohner,Images/1440x900-heroes-testimonials-stories-generalpage/julie-kohner.jpg
273,Junior-Senior-Visit-Day-Spring18---1440x900,Junior & Senior Visit Day Spring 2018,Images/1440x900-heroes-testimonials-stories-generalpage/Junior-Senior-Visit-Day-Spring18---1440x900.jpg
274,justin-christian,Justin Christian,Images/1440x900-heroes-testimonials-stories-generalpage/justin-christian.jpg
275,Justin-Rolls-and-Jonas-Falk,Justin Rolls and Jonas Falk,Images/1440x900-heroes-testimonials-stories-generalpage/Justin-Rolls-and-Jonas-Falk.jpg
276,Justin-Who-Are-We,Justin - Who Are We?,Images/1440x900-heroes-testimonials-stories-generalpage/Justin-Who-Are-We.jpg
277,Karen-Gibbs,Karen Gibbs,Images/1440x900-heroes-testimonials-stories-generalpage/Karen-Gibbs.jpg
278,Kelly-Wentz-Hunter,Kelly Wentz-Hunter,Images/1440x900-heroes-testimonials-stories-generalpage/Kelly-Wentz-Hunter.jpg
279,Ken-King,Ken King,Images/1440x900-heroes-testimonials-stories-generalpage/Ken-King.png
280,kim-foxx,Kim Foxx,Images/1440x900-heroes-testimonials-stories-generalpage/kim-foxx.jpg
281,Kliot-5-Fresh-Fish,"A mixed-media painting of five brightly colored fish hanging from fishhooks, created by alum Rosalyn Kliot",Images/1440x900-heroes-testimonials-stories-generalpage/Kliot-5-Fresh-Fish.jpg
282,Labontu-Cyber-Challenge,Alex Labontu receiving a $1000 check at the U.S. Cyber Challenge,Images/1440x900-heroes-testimonials-stories-generalpage/Labontu-Cyber-Challenge.jpg
283,Ladder-Up,Roosevelt Ladder Up,Images/1440x900-heroes-testimonials-stories-generalpage/Ladder-Up.JPG
284,laDonnaLong-news,Professor Dr. LaDonna Long,Images/1440x900-heroes-testimonials-stories-generalpage/laDonnaLong-news.jpg
285,landscape-park-looking-north-at-wabash-building,looking north toward Wabash Building from park,Images/1440x900-heroes-testimonials-stories-generalpage/landscape-park-looking-north-at-wabash-building.jpg
286,large-group-of-students-orientation,students at orientation,Images/1440x900-heroes-testimonials-stories-generalpage/large-group-of-students-orientation.jpg
287,lecture-identity-theft-cyberz-club,Roosevelt Cyberz give a workshop on preventing identity theft to members of the Institute for Continued Learning.,Images/1440x900-heroes-testimonials-stories-generalpage/lecture-identity-theft-cyberz-club.jpg
